Stazione;Data;Dato pluviometrico giornaliero 0-24
Bagnoregio ;22/03/2021;0
Bagnoregio ;23/03/2021;0
Bagnoregio ;24/03/2021;0
Bagnoregio ;25/03/2021;0
Bagnoregio ;26/03/2021;0
Bagnoregio ;27/03/2021;0
Bagnoregio ;28/03/2021;0
Bagnoregio ;29/03/2021;0
Bagnoregio ;30/03/2021;0
Bagnoregio ;31/03/2021;0
Barbarano ;01/03/2021;0
Barbarano ;02/03/2021;0
Barbarano ;03/03/2021;0
Barbarano ;04/03/2021;0
Barbarano ;05/03/2021;0
Barbarano ;06/03/2021;4,5
Barbarano ;07/03/2021;3,6
Barbarano ;08/03/2021;20,4
Barbarano ;09/03/2021;8,6
Barbarano ;10/03/2021;0
Barbarano ;11/03/2021;0
Barbarano ;12/03/2021;0
Barbarano ;13/03/2021;0
Barbarano ;14/03/2021;0,2
Barbarano ;15/03/2021;0
Barbarano ;16/03/2021;0
Barbarano ;17/03/2021;12
Barbarano ;18/03/2021;0
Barbarano ;19/03/2021;0
Barbarano ;20/03/2021;0
Barbarano ;21/03/2021;0
Barbarano ;22/03/2021;0
Barbarano ;23/03/2021;0
Barbarano ;24/03/2021;0
Barbarano ;25/03/2021;0
Barbarano ;26/03/2021;0,2
Barbarano ;27/03/2021;0
Barbarano ;28/03/2021;0
Barbarano ;29/03/2021;0,2
Barbarano ;30/03/2021;0
Barbarano ;31/03/2021;0
Bolsena ;01/03/2021;0
Bolsena ;02/03/2021;0
Bolsena ;03/03/2021;0
Bolsena ;04/03/2021;0
Bolsena ;05/03/2021;2,4
Bolsena ;06/03/2021;1
Bolsena ;07/03/2021;0,2
Bolsena ;08/03/2021;1,2
Bolsena ;09/03/2021;5,4
Bolsena ;10/03/2021;0
Bolsena ;11/03/2021;0
Bolsena ;12/03/2021;2,8
Bolsena ;13/03/2021;0,2
Bolsena ;14/03/2021;0,4
Bolsena ;15/03/2021;0
Bolsena ;16/03/2021;0
Bolsena ;17/03/2021;0,2
Bolsena ;18/03/2021;0
Bolsena ;19/03/2021;0
Bolsena ;20/03/2021;0
Bolsena ;21/03/2021;0
Bolsena ;22/03/2021;0
Bolsena ;23/03/2021;0
Bolsena ;24/03/2021;0
Bolsena ;25/03/2021;0
Bolsena ;26/03/2021;0
Bolsena ;27/03/2021;0
Bolsena ;28/03/2021;0
Bolsena ;29/03/2021;0
Bolsena ;30/03/2021;0
Bolsena ;31/03/2021;0
Borgo Montello ;01/03/2021;0,2
Borgo Montello ;02/03/2021;0
Borgo Montello ;03/03/2021;0
Borgo Montello ;04/03/2021;0,2
Borgo Montello ;05/03/2021;0
Borgo Montello ;06/03/2021;2
Borgo Montello ;07/03/2021;1
Borgo Montello ;08/03/2021;33,2
Borgo Montello ;09/03/2021;52,7
Borgo Montello ;10/03/2021;3,8
Borgo Montello ;11/03/2021;0
Borgo Montello ;12/03/2021;0
Borgo Montello ;13/03/2021;0,2
Borgo Montello ;14/03/2021;0,2
Borgo Montello ;15/03/2021;0
Borgo Montello ;16/03/2021;0
Borgo Montello ;17/03/2021;1
Borgo Montello ;18/03/2021;0
Borgo Montello ;19/03/2021;0
Borgo Montello ;20/03/2021;0
Borgo Montello ;21/03/2021;0
Borgo Montello ;22/03/2021;0
Borgo Montello ;23/03/2021;0
Borgo Montello ;24/03/2021;0
Borgo Montello ;25/03/2021;0
Borgo Montello ;26/03/2021;0
Borgo Montello ;27/03/2021;0
Borgo Montello ;28/03/2021;0,2
Borgo Montello ;29/03/2021;0
Borgo Montello ;30/03/2021;0,2
Borgo Montello ;31/03/2021;0
Borgorose ;01/03/2021;0
Borgorose ;02/03/2021;0
Borgorose ;03/03/2021;0
Borgorose ;04/03/2021;0
Borgorose ;05/03/2021;0
Borgorose ;06/03/2021;1,2
Borgorose ;07/03/2021;5,6
Borgorose ;08/03/2021;20,4
Borgorose ;09/03/2021;43,4
Borgorose ;10/03/2021;0
Borgorose ;11/03/2021;0
Borgorose ;12/03/2021;1,4
Borgorose ;13/03/2021;0,6
Borgorose ;14/03/2021;1,6
Borgorose ;15/03/2021;0
Borgorose ;16/03/2021;0
Borgorose ;17/03/2021;0
Borgorose ;18/03/2021;0
Borgorose ;19/03/2021;0
Borgorose ;20/03/2021;0
Borgorose ;21/03/2021;0
Borgorose ;22/03/2021;0
Borgorose ;23/03/2021;0
Borgorose ;24/03/2021;0
Borgorose ;25/03/2021;0
Borgorose ;26/03/2021;0
Borgorose ;27/03/2021;0
Borgorose ;28/03/2021;0
Borgorose ;29/03/2021;0
